0|60.9998|505616
1|60.9998|615488
2|60.9998|484513
3|60.9998|475464
4|60.9998|552038
5|60.9998|563154
6|60.9998|532738
7|60.9998|566732
8|60.9998|481080
9|60.9998|525484
10|60.9998|475387
11|60.9998|544082
12|60.9998|523391
13|60.5899|544514
14|60.9998|488999
15|60.9998|536052
16|60.9998|458545
17|60.9998|519358
18|60.9998|511726
19|60.9255|539555
20|60.9998|474092
21|60.9998|540727
22|60.9998|521487
23|60.9998|521273
24|60.9998|496913
25|60.9998|480280
26|60.9998|535112
27|60.9998|533040
28|60.9998|548343
29|60.9998|518000
30|60.2885|515730
31|60.9998|459523
32|60.9998|508146
33|60.9998|531496
34|60.9998|440118
35|60.9998|524352
36|60.9998|486948
37|60.9998|475597
38|60.9998|549616
39|60.9998|533734
40|60.9998|540518
41|60.9998|432088
42|60.9998|494522
43|60.9998|433710
44|60.9998|399900
45|60.9998|492499
46|60.9998|449555
47|60.9998|434573
48|60.9998|516306
49|60.9998|510510
50|60.9998|531527
51|60.9998|504959
52|60.9998|501149
53|60.9998|491956
54|60.9998|522729
55|60.9998|556950
56|60.9998|519168
57|60.9998|490874
58|60.9998|422937
59|60.9998|584479
60|55.7628|438161
61|60.9998|487849
62|60.9998|425512
63|60.9998|483654
64|60.9998|441328
65|60.9998|452803
66|60.9998|488657
67|60.9998|498823
68|60.9998|540545
69|60.9998|434911
70|60.9998|533117
71|60.9998|517280
72|60.9998|516553
73|60.9998|492187
74|60.9998|479740
75|60.9998|429408
76|60.9998|469771
77|60.9998|475227
78|60.9998|466142
79|60.9998|514363
80|60.9998|530670
81|60.9998|489807
82|60.9998|495201
83|60.9998|491320
84|60.9998|468499
85|60.9998|447887
86|60.9998|494281
87|60.9998|479218
88|60.9998|418950
89|60.9998|452997
90|60.9998|542159
91|60.9998|450861
92|60.9998|510548
93|60.9998|485587
94|60.9998|558134
95|60.9998|521815
96|60.9998|529068
97|60.9998|579966
98|60.9998|507859
99|60.9998|541150
100|60.9998|553471
101|59.7732|443851
102|60.9998|478447
103|59.1891|522698
104|60.9448|494572
105|60.9998|467703
106|60.9998|485344
107|60.9998|458441
108|60.9998|547285
109|60.9998|521442
110|60.9998|530147
111|60.9998|499016
112|60.9998|446631
113|60.9998|514807
114|60.9998|524714
115|60.9998|461640
116|60.9998|421250
117|60.9998|473105
118|60.9998|437358
119|60.9998|468604
120|60.9998|541700
121|60.9998|461428
122|60.9998|556943
123|60.9998|475118
124|60.9998|487342
125|60.9998|551521
126|60.9998|472164
127|60.9998|491737
128|60.9998|478464
129|60.9998|589984
130|60.9998|513647
131|60.9998|448110
132|60.9998|512777
133|60.9998|486665
134|60.9998|479952
135|60.9998|525713
136|60.9998|491898
137|60.9998|413509
138|60.9998|538748
139|60.9998|562895
140|60.9998|529421
141|60.9998|572019
142|60.9998|548209
143|60.9998|497962
144|60.9998|506550
145|60.9998|536992
146|60.9998|554752
147|60.9994|596609
148|60.9998|578871
149|60.9998|575963
150|60.9998|562962
151|60.9998|574711
152|60.9998|610196
153|60.9998|497653
154|60.9998|550441
155|60.9998|604191
156|60.262|473464
157|60.4873|492066
158|60.9998|460083
159|60.9998|400764
160|60.9998|482950
161|60.9998|501140
162|60.9998|497937
163|60.9998|535575
164|60.9998|394417
165|60.9998|515184
166|60.9998|510486
167|60.9998|514841
168|60.8702|410529
169|60.9998|434378
170|60.9998|576621
171|60.9998|555358
172|60.9998|561047
173|60.9998|519292
174|60.9998|567597
175|60.9998|540515
176|60.9998|534942
177|60.9998|450985
178|60.9998|535297
179|60.9998|578319
180|60.9998|462349
181|60.9998|470017
182|60.9998|524838
183|60.9998|511029
184|60.9998|533054
185|60.9998|537050
186|60.9998|481763
187|60.9998|529736
188|60.9998|519647
189|60.9998|491152
190|60.9998|555085
191|60.9998|555896
192|60.9998|509417
193|60.9998|571204
194|60.9998|472403
195|60.9998|505979
196|60.9998|426210
197|60.9998|506871
198|60.9998|612366
199|60.9998|514536
200|60.9998|550815
201|60.9998|497251
202|60.9998|523167
203|60.9998|524401
204|60.9998|474904
205|60.9998|557482
206|60.9998|526647
207|60.9998|505419
208|60.9998|508573
209|60.9998|565618
210|60.5866|492223
211|60.9998|505942
212|60.9998|552050
213|60.9949|546556
214|60.9998|564624
215|60.9998|559198
216|60.9998|531637
217|60.9998|521934
218|60.9998|551066
219|60.9998|572249
220|60.9998|592926
221|60.9998|575187
222|60.1692|505169
223|60.9998|459951
224|60.9998|487454
225|60.9998|392529
226|60.9998|410382
227|60.9998|414212
228|60.9998|471108
229|60.9998|487023
230|60.9998|520266
231|60.9998|455715
232|60.9998|447365
233|60.9749|494019
234|60.9998|471612
235|60.9998|462876
236|60.9998|490082
237|60.9998|490319
238|60.9998|493335
239|60.9998|441492
240|60.9998|479006
241|60.9998|539356
242|60.9998|433089
243|60.9998|502901
244|60.9998|516476
245|60.9998|479913
246|60.9998|510529
247|60.9998|524921
248|60.9998|466193
249|60.9998|497749
250|60.9998|489817
