0|120.773
1|120.926
2|120.807
3|120.947
4|120.742
5|120.758
6|120.774
7|120.942
8|120.909
9|120.868
10|120.636
11|120.823
12|120.853
13|120.896
14|120.888
15|120.722
16|120.78
17|120.855
18|120.796
19|120.869
20|120.777
21|120.77
22|120.807
23|119.493
24|120.718
25|120.837
26|120.75
27|120.85
28|120.704
29|120.884
30|120.814
31|120.918
32|120.798
33|120.874
34|120.868
35|120.688
36|120.722
37|120.808
38|120.783
39|120.839
40|120.736
41|120.802
42|120.818
43|120.834
44|120.843
45|120.849
46|120.875
47|120.799
48|120.852
49|120.912
50|120.912
51|120.858
52|120.789
53|120.849
54|120.818
55|120.767
56|120.817
57|120.865
58|120.777
59|120.82
60|119.865
61|120.919
62|120.739
63|120.859
64|120.844
65|120.918
66|120.865
67|120.856
68|120.88
69|120.938
70|120.894
71|120.837
72|120.878
73|120.855
74|120.934
75|120.947
76|120.877
77|120.847
78|120.888
79|120.939
80|120.884
81|120.619
82|120.704
83|120.903
84|120.866
85|120.771
86|120.875
87|120.853
88|120.929
89|120.856
90|120.872
91|120.957
92|120.89
93|120.877
94|120.877
95|120.767
96|120.15
97|120.866
98|120.881
99|120.837
100|120.872
101|120.859
102|120.897
103|120.938
104|120.918
105|120.827
106|120.944
107|120.858
108|120.755
109|120.897
110|120.786
111|120.758
112|120.825
113|120.861
114|120.579
115|120.754
116|120.913
117|120.853
118|120.798
119|120.79
120|120.821
121|120.782
122|120.868
123|120.21
124|120.475
125|120.739
126|120.818
127|120.926
128|120.881
129|120.922
130|120.823
131|120.865
132|120.869
133|120.931
134|120.919
135|120.795
136|120.858
137|120.804
138|120.575
139|120.755
140|120.729
141|120.866
142|120.541
143|120.875
144|120.807
145|120.887
146|120.745
147|120.847
148|120.75
149|120.852
150|120.842
151|120.847
152|120.796
153|120.852
154|119.788
155|120.869
156|120.842
157|120.795
158|120.831
159|120.804
160|120.941
161|120.773
162|120.866
163|120.821
164|120.881
165|120.799
166|120.75
167|120.804
168|120.92
169|120.881
170|120.798
171|120.846
172|120.944
173|120.874
174|120.72
175|120.785
176|120.79
177|120.825
178|120.866
179|120.891
180|120.814
181|120.833
182|120.823
183|120.853
184|120.853
185|120.839
186|120.874
187|120.839
188|120.729
189|120.79
190|120.801
191|120.874
192|120.807
193|120.856
194|120.859
195|120.748
196|120.88
197|120.814
198|120.947
199|120.875
200|120.929
201|120.667
202|120.894
203|120.884
204|120.953
205|120.849
206|120.881
207|120.748
208|120.823
209|120.877
210|120.875
211|120.904
212|120.736
213|120.862
214|120.896
215|120.823
216|120.843
217|120.888
218|120.637
219|120.875
220|120.931
221|120.89
222|120.909
223|120.862
224|120.899
225|120.884
226|120.861
227|120.868
228|120.843
229|120.807
230|120.897
231|120.907
232|120.951
233|120.818
234|120.948
235|120.847
236|120.953
237|120.779
238|120.853
239|120.652
240|120.804
241|120.833
242|120.688
243|120.836
244|120.964
245|120.783
246|120.814
247|120.868
248|120.853
249|120.899
250|120.865
251|120.807
252|120.872
253|120.915
254|120.598
255|120.84
256|120.926
257|120.891
258|120.866
259|120.907
260|120.881
261|120.899
262|120.865
263|120.88
264|120.944
265|120.89
266|120.855
267|120.823
268|120.843
269|120.799
270|120.844
271|120.868
272|120.96
273|120.861
274|120.918
275|120.894
276|120.957
277|120.849
278|120.945
279|120.637
280|120.918
281|120.7
282|120.824
283|120.824
284|120.893
285|120.887
286|120.953
287|120.913
288|120.96
289|120.906
290|120.951
291|120.855
292|120.945
293|120.944
294|120.675
295|120.828
296|120.809
297|120.859
298|120.942
299|120.856
300|120.928
301|119.337
302|120.866
303|120.909
304|120.881
305|120.875
306|120.753
307|120.849
308|120.809
309|120.766
310|120.893
311|120.888
312|120.896
313|120.888
314|120.9
315|120.868
316|120.925
317|120.793
318|120.812
319|120.882
320|120.934
321|120.79
322|120.954
323|120.912
324|120.871
325|120.861
326|120.885
327|120.85
328|120.736
329|120.799
330|120.825
331|120.847
332|120.871
333|120.786
334|120.755
335|120.824
336|120.863
337|120.119
338|120.799
339|120.735
340|120.862
341|120.855
342|120.815
343|120.745
344|120.866
345|120.713
346|120.853
347|120.732
348|120.827
349|120.868
350|120.871
351|120.853
352|120.866
353|120.629
354|120.85
355|120.897
356|120.923
357|120.901
358|120.842
359|120.869
360|120.825
361|120.821
362|120.856
363|120.837
364|120.897
365|120.95
366|120.621
367|120.652
